number,duration,params_fair_weight,params_learning_rate,params_max_depth,params_multiplier_learning_rate,params_n_estimators,params_num_leaves,params_reg_alpha,params_reg_lambda
205,0 days 00:00:31.612563,0.14817665818658632,0.03246863673091208,15,0.1617122570023868,2252,14,0.0058767261569525235,0.044126736590034014
206,0 days 00:00:05.967832,0.9011003872472263,0.02824536285806726,7,0.08964766623030214,430,12,0.0033082250656253694,0.007733635177324301
207,0 days 00:01:11.556767,0.2957537293458775,0.010855483756494604,7,0.16614514476992323,4839,46,0.0009770542170373813,0.005935089433824819
208,0 days 00:00:04.797768,0.13149040396223013,0.033795602908147995,11,0.17274781269361658,284,39,0.07255873080275693,0.00017900471403251253
209,0 days 00:00:16.326247,0.8244420149432145,0.10980009895572063,17,0.012631967379881951,1256,88,0.07613199218655853,0.02493787777338956
210,0 days 00:00:04.428242,0.9506709707060909,0.07160779322403017,17,0.062022807272278435,305,17,0.018724599095954562,0.00011614667798193633
211,0 days 00:00:06.685811,0.5996744940910325,0.053859816524578545,4,0.03613219733152054,516,17,0.002337047319504905,0.00614544505836585
212,0 days 00:00:13.766617,0.6416223172344889,0.01460817698977961,9,0.17251914862525625,871,25,0.03802591807920435,0.00714857230265913
213,0 days 00:00:32.906866,0.4881320621577083,0.11596929278674306,3,0.011417555780955534,2869,97,0.006966889140343642,0.0004618176600021533
214,0 days 00:00:32.098842,0.5998469354411798,0.011317247047356939,15,0.020679566382437904,1875,67,0.00010333382677590218,0.0011760214514205856
215,0 days 00:00:52.708175,0.24686353496270863,0.1900276647781921,10,0.014174971261013318,3981,10,0.0002705052032269026,0.04999828525364349
216,0 days 00:00:26.473518,0.5957193580621547,0.013780520524304604,17,0.01925943971164794,2012,12,0.0030499599760254654,0.004855075103861463
217,0 days 00:00:31.002972,0.9508878733524452,0.04683752161635609,16,0.025150894548554844,2147,17,0.0017695382059462758,0.0004940431236540979
218,0 days 00:00:09.490112,0.5707979686272133,0.03355631510798105,12,0.12520590530698755,603,22,0.0002241823645868964,0.0017276050503261546
219,0 days 00:00:19.316903,0.27640067885266517,0.16072430874384694,5,0.09258336506134827,1546,22,0.00022216924583804654,0.0004485769120854395
220,0 days 00:00:08.279139,0.39249903725157165,0.1271721577103881,12,0.03887089030899065,589,14,0.00032131290101868054,0.0015511454621180646
221,0 days 00:00:13.745539,0.6411049819070682,0.04386927672583031,19,0.012725238531245393,897,20,0.0300064463846856,0.028527682118043775
222,0 days 00:00:45.845656,0.5964180355709172,0.02243511876047255,10,0.0726724102094853,3046,17,0.01957984162236129,0.00018914420622596323
223,0 days 00:00:13.747598,0.42523412328877896,0.04640967422571574,15,0.06855043109624091,924,15,0.003498065434109144,0.00011084089464742959
224,0 days 00:00:17.995171,0.6993639268246512,0.10612581101551846,10,0.016420251621495262,1057,28,0.000660763750575286,0.04585583756228933
225,0 days 00:00:04.980343,0.6905425926735055,0.07638394542140789,7,0.10157332027181894,321,94,0.06497882511012473,0.0005884403198120984
226,0 days 00:00:15.229595,0.16671206612172168,0.01705472761699427,18,0.02613982404098591,827,50,0.00032622417722823536,0.0019748219783005377
227,0 days 00:00:45.091537,0.7914189236740695,0.1545336681159877,14,0.08422382098276986,3137,59,0.001255523412239614,0.08995083648837783
228,0 days 00:00:24.597749,0.8298835584401381,0.015404964410056626,13,0.011934136819759102,1412,75,0.03311693176300973,0.009654570199299871
229,0 days 00:00:26.431511,0.6672131394166881,0.1351165707605735,10,0.021443984591929918,1639,80,0.00010930292542629379,0.0695894003351588
230,0 days 00:00:11.530323,0.6033234700305166,0.010482766735228839,3,0.01088681964245186,981,40,0.0009496520848291989,0.003217571384807069
231,0 days 00:00:41.416723,0.9699865068419881,0.16029042125401977,3,0.12023964431477321,3430,50,0.0005068642472150277,0.08568857305014602
232,0 days 00:01:11.616394,0.152617490815685,0.018682985371438886,8,0.12860869984643722,4635,29,0.002214218372376844,0.000564760464695633
233,0 days 00:00:08.123952,0.37153141717568794,0.013544838881718755,6,0.046415048131766015,594,15,0.0028216424157651355,0.0008731425686654945
234,0 days 00:00:45.195250,0.5549257138964203,0.07181920321850539,17,0.03213068869674592,3305,69,0.0001529311433810158,0.0010573430252782546
235,0 days 00:00:38.668443,0.2914141679306459,0.07990148893437979,11,0.06211841689842328,3177,64,0.021750125818630436,0.002962423637798363
236,0 days 00:00:13.076170,0.5570862997624092,0.19396071577047413,17,0.10142804980219737,1042,12,0.00855827109274016,0.0001904416701574989
237,0 days 00:00:05.181760,0.288642455989476,0.15638136910734227,7,0.03903328054279455,349,32,0.00017504969802253095,0.0027683703646565684
238,0 days 00:00:10.554405,0.5173252181275084,0.10706866243780723,15,0.19212685864090734,707,28,0.01145256386461676,0.005789157595449541
239,0 days 00:00:59.051420,0.8535937384731677,0.011424104872253699,18,0.01962157314821087,3877,21,0.00027385678011580724,0.006317616684332127
240,0 days 00:00:08.275252,0.3288593172496096,0.1656628617550616,6,0.13254227405901273,665,12,0.00022597528027963802,0.000264684977114615
241,0 days 00:00:28.726873,0.1498669240353097,0.01011630722246445,8,0.04312137047439391,1838,65,0.046004351417833114,0.0002954806493135722
242,0 days 00:00:33.877459,0.5122188667799227,0.08615550492621749,19,0.046406798317458524,2846,57,0.029994557758549124,0.017398084379315674
243,0 days 00:00:16.093996,0.35783771348371807,0.1429219929962289,18,0.04483245258728434,1296,50,0.0126990298003294,0.0001603279103985868
244,0 days 00:00:08.998888,0.4424047079155433,0.05769819755642035,17,0.014976850012776407,587,22,0.06142244790178139,0.0005064503766780195
245,0 days 00:00:47.373407,0.5976859009629671,0.10139980863934582,15,0.08401559654869072,3823,56,0.002267222050245187,0.00997610927043983
246,0 days 00:00:35.630558,0.8415910846024259,0.014221021558365344,14,0.015581266733508247,2015,43,0.0013962437430519198,0.045349020629275844
247,0 days 00:00:04.323892,0.7566502447318175,0.011982722923388632,12,0.016162292536353328,261,28,0.006986959917989495,0.06811023275450845
248,0 days 00:00:20.468538,0.5322659480905453,0.12861818959060498,10,0.1631167937222632,1550,15,0.0005436859892463731,0.0011734231770552826
249,0 days 00:00:25.244136,0.5914804303098133,0.04947545428117269,13,0.059334114392863666,1473,67,0.00019788710253571576,0.004249598817421464
250,0 days 00:00:10.360985,0.24586568652696894,0.016458615952453213,5,0.015743012492680265,744,70,0.004550503087016811,0.0017430290456284883
251,0 days 00:00:53.296682,0.9731177851437738,0.10338933722816449,16,0.018066626502631196,4481,20,0.01794895972087061,0.001500513306319477
252,0 days 00:00:09.333755,0.368173237741237,0.08095997124759485,15,0.08671597321363614,538,95,0.0003380638416890679,0.06686924654801715
253,0 days 00:00:30.897546,0.7044114931499931,0.046968202778438835,12,0.015064051448170924,2092,53,0.005031780261153207,0.004067868580948316
254,0 days 00:00:07.586183,0.5515958176299507,0.10702396447967923,18,0.06881552458928591,427,68,0.014574522626426936,0.0027562805561790788
255,0 days 00:00:38.616862,0.2527103040166629,0.021180431202511,6,0.056372048763943444,2842,29,0.006533246589675746,0.0008104279788717537
256,0 days 00:00:07.078109,0.5786731782883052,0.05755190878453406,17,0.043005992987668044,403,26,0.0015029112529667138,0.0006375574083511359
257,0 days 00:00:51.792253,0.6197465692586103,0.150036606808084,19,0.02756877754616314,4467,47,0.0001275438181049779,0.0003483227693825894
258,0 days 00:00:38.692170,0.679279612235018,0.10197132476282507,3,0.05839116751442405,3216,22,0.0016410600413644617,0.010010386575992961
259,0 days 00:00:10.030481,0.6417493283018011,0.10018750836055985,2,0.03276785373179856,884,29,0.004083162584529063,0.08641138042660489
260,0 days 00:00:03.747411,0.5642860538668858,0.01964400053824269,4,0.02011372673127011,302,25,0.024032067017306518,0.007715194367630328
261,0 days 00:00:07.395626,0.3288160802616398,0.16385289310902254,8,0.01000220808144829,513,52,0.0005735372547636812,0.018770347939884597
262,0 days 00:00:35.440667,0.11953163040241013,0.028792280714548955,10,0.051846404645876545,2357,34,0.0003009467417807022,0.0003749191875117471
263,0 days 00:00:33.166556,0.5665890789484025,0.015392805775277404,5,0.034017434140082216,2512,24,0.02596981733766363,0.013807378053869437
264,0 days 00:00:24.534250,0.4320782664388285,0.015048825435946,18,0.04943598071225639,1833,14,0.0003156483972774034,0.0001019234291477784
265,0 days 00:00:06.264579,0.8791089485196478,0.0284236376036668,16,0.0166875011980599,383,73,0.0039642563953354235,0.026769219342139144
266,0 days 00:00:16.065901,0.32139154536092807,0.019953107350833568,2,0.024023896476361887,1444,41,0.0010765408820042435,0.06996651701907346
267,0 days 00:00:18.701335,0.2815396546651872,0.053032323942239,8,0.14842118934916887,1434,18,0.05242877230753797,0.014137903866071071
268,0 days 00:00:17.117182,0.1394761867897443,0.0917682090490804,3,0.028997449398484282,1452,22,0.0795917115455263,0.0017511126109308725
269,0 days 00:00:06.013056,0.22404817199480942,0.06970809944754768,14,0.1815862419706923,434,17,0.0006722218987158402,0.00045945055889430266
270,0 days 00:00:05.097432,0.46811936043358726,0.03243330227659164,12,0.1519464401276823,318,50,0.00012240885068620663,0.002017742106854592
271,0 days 00:00:09.654719,0.8438301565477565,0.15725203810709074,8,0.04563758326446776,676,97,0.004969781042841019,0.013608959367641758
272,0 days 00:00:56.865203,0.8351426273305939,0.08750645208431032,5,0.026066272804295472,4743,25,0.00040755622037598834,0.0003375293269241351
273,0 days 00:00:16.272756,0.12066961605294678,0.03691132853591287,5,0.026298913214838356,1258,11,0.008215940777399245,0.01052523659315914
274,0 days 00:00:09.639345,0.9806136792920862,0.1804836262520103,4,0.15431325231694037,773,23,0.08133752006132884,0.0002793459624097162
275,0 days 00:00:09.505371,0.7006759842722097,0.061658278556487124,17,0.09146220705560981,539,55,0.00034575258887245135,0.004380788441240398
276,0 days 00:00:23.525020,0.9886914907447268,0.07260629679720672,15,0.029052005884713582,1654,13,0.00017434181058633187,0.004232148151275306
277,0 days 00:00:04.542946,0.6128849361833281,0.18481483133097826,13,0.010593061315279472,260,40,0.03789744061245252,0.055841686091169636
278,0 days 00:00:08.782214,0.8539651718759617,0.01418527274131073,7,0.041146550998212926,604,70,0.00037521191509062277,0.023367643408424794
279,0 days 00:00:08.402323,0.9013407050042044,0.17827005579852645,9,0.04039320069408034,657,24,0.008924851681929797,0.0032940027116925546
280,0 days 00:00:03.220665,0.44724517276827847,0.09655962328763379,2,0.06102947988618396,272,12,0.0010446073362671555,0.00820173313417152
281,0 days 00:00:19.531485,0.5752737351184476,0.056094101411524655,11,0.17332505127489273,1228,44,0.006967910044456317,0.00015979657002710118
282,0 days 00:00:37.039843,0.49634715241022986,0.013936678772240942,7,0.038787517273254565,2756,11,0.0006881723888719173,0.0045522091640449805
283,0 days 00:00:22.359609,0.9562697331547668,0.178492967195976,8,0.048955926598683086,1774,82,0.00044942438297215835,0.00013305742575443763
284,0 days 00:01:02.616943,0.4203082689909855,0.012397992730429332,11,0.16200902146532042,3822,38,0.000278689572755444,0.029013287997159156
285,0 days 00:00:55.907061,0.10494533602824646,0.040034520354773215,13,0.01242483841236962,4468,62,0.05599544815353419,0.01014723291239462
286,0 days 00:00:09.962795,0.6290031036071473,0.11125039829197944,17,0.06848797370178403,571,23,0.0014326838230686288,0.0024709846025766247
287,0 days 00:00:34.659045,0.4296919337476792,0.1542945534798976,13,0.08052634751763114,2248,71,0.00040088189717800725,0.03394462989358228
288,0 days 00:00:16.916411,0.5352636752038039,0.08200985218903974,7,0.08713627171596403,1220,34,0.024986635313550064,0.00014507992171475278
289,0 days 00:00:30.684341,0.8051852757000316,0.156776996714308,2,0.019781209973801554,2704,52,0.005409029979911819,0.0014360789996268077
290,0 days 00:00:53.669505,0.5665297693484476,0.15921844713541816,9,0.1102050285309783,4579,54,0.0027792070207720903,0.011536003691314297
291,0 days 00:00:09.338696,0.41023196089100933,0.011699926320688548,9,0.010480816013746319,603,43,0.0537519422395641,0.004011401056011373
292,0 days 00:00:36.652307,0.40943263183604117,0.012861231275671542,17,0.01823302042252775,2189,30,0.06584863538803011,0.0016424160379043258
293,0 days 00:00:05.817814,0.9196527113585564,0.01453328941205349,5,0.03507450994513684,449,18,0.00550483745397427,0.049237951950992884
294,0 days 00:00:18.554979,0.7394547957671787,0.05426974427085131,17,0.020886098229338085,1129,41,0.0001874597432576215,0.08768760378654258
295,0 days 00:00:17.961824,0.5156673459787521,0.04146625824339163,11,0.13653762797944752,1135,30,0.00013714655816183909,0.008954312777541806
296,0 days 00:00:16.228638,0.4034342022984564,0.13936332416621472,13,0.020190936273406516,1198,15,0.000668373468696628,0.0031740398602227693
297,0 days 00:00:06.111940,0.3586410773992128,0.1173374946259127,6,0.09511425896640982,442,97,0.09478298106383425,0.0003014303792084869
298,0 days 00:00:10.774514,0.33343643667429956,0.06460515344171627,9,0.015301311747188259,669,85,0.03271004437990777,0.06404397681278103
299,0 days 00:00:11.471748,0.39184558798781,0.019709333869150802,5,0.13822590384835343,899,10,0.002775274159861517,0.0005682876453225819
300,0 days 00:00:47.136600,0.7564469213971836,0.1974225638894755,7,0.15842285829743183,3989,94,0.020075467718411226,0.019397293383240626
301,0 days 00:00:36.132337,0.11493167721274539,0.17584382079538774,17,0.04334908169675432,3170,25,0.018727548066190435,0.0025938589657728823
302,0 days 00:00:08.305678,0.5180413178987581,0.08864268908324718,15,0.01446306766416029,497,29,0.0035499002061366216,0.021457453755084305
303,0 days 00:00:05.231495,0.3340417119133582,0.025225777836525038,9,0.051379552015939044,356,17,0.003140622432308264,0.005077839743451989
304,0 days 00:00:06.099826,0.49225709182447985,0.023685380082871944,11,0.017583828135798008,387,23,0.003054322266361786,0.0003619385028074527
305,0 days 00:00:36.072840,0.8986796346710445,0.029214340771027303,10,0.042812400067488036,2284,33,0.00010933344896182643,0.015253385690311927
306,0 days 00:00:05.762672,0.7973789043026691,0.018468290380609764,8,0.10120015219509905,415,17,0.00014487342210969058,0.0057871611266241555
307,0 days 00:00:04.400565,0.14920997433123165,0.0109408327197122,18,0.1443107882820121,273,25,0.0002133464686123267,0.012521187056935088
308,0 days 00:00:08.746364,0.5164851065224072,0.1456616629212066,8,0.012017451621434604,580,25,0.0003492408323132191,0.01955422470701937
309,0 days 00:00:04.196053,0.9179888961005247,0.011109019843146462,14,0.029301488193557372,254,64,0.06331973438700472,0.02096822530436479
310,0 days 00:00:07.696683,0.9361101958089607,0.14104672873446641,4,0.027070782154464363,607,25,0.050436819878655434,0.08752145328798853
311,0 days 00:00:51.308243,0.6404239389163422,0.08620665161751803,15,0.013144556743790083,4273,44,0.00477212270782684,0.00567458091863147
312,0 days 00:00:12.192540,0.23015940316708472,0.05132054019049701,9,0.042734899621055575,783,73,0.0006013807769873686,0.0001963462517175225
313,0 days 00:00:28.160490,0.6614811105195497,0.05840292999520237,2,0.13861423539930035,2449,84,0.00011999633869478684,0.07183388816366147
314,0 days 00:00:04.020346,0.5954668192657632,0.04087961940469659,12,0.014699577077810357,263,23,0.02007325144920007,0.08774020985811948
315,0 days 00:00:08.240403,0.5138782121475199,0.05642915593074919,13,0.01678495410077324,638,10,0.00017731534835638377,0.0001354518019215263
316,0 days 00:00:17.770100,0.4420311184213188,0.03556730968388957,10,0.14696492240036663,1120,82,0.004574580654066298,0.01682782210259666
317,0 days 00:00:23.420796,0.41074286425192086,0.14006532517188625,17,0.1659426715228188,1515,49,0.00023088791285110955,0.06526616156176196
318,0 days 00:00:04.312484,0.6704426018397013,0.07269566959516428,17,0.09692134594532928,263,22,0.035807196012992044,0.0005089810361742309
319,0 days 00:00:51.408509,0.2241810448670119,0.10924772854625464,16,0.05798883374228025,4371,18,0.003949018285249594,0.00024106922871954854
320,0 days 00:00:44.079533,0.3529611459529286,0.01341719247326257,5,0.022993860503890504,3374,13,0.003896696125908589,0.07486392987682522
321,0 days 00:00:17.515633,0.8271151102944296,0.02253308434240002,18,0.03623145415868584,1022,88,0.0004951719885531091,0.0003943213120945254
322,0 days 00:00:06.731115,0.9940646987404722,0.061074111622408354,18,0.1353248413110053,394,41,0.009695070210487607,0.005533341267132989
323,0 days 00:00:31.459886,0.7187940618070978,0.06692408821128996,11,0.01656854867086549,2464,29,0.0037532163475511547,0.0028697966938393575
324,0 days 00:00:19.050007,0.4178923903529205,0.13902005533466508,17,0.11619945934304561,1536,35,0.003311818530015514,0.00022152031001574849
325,0 days 00:01:13.418290,0.9580648118530135,0.042783365113447776,10,0.14665540936065585,4752,76,0.0001760972202431458,0.00544543869484636
326,0 days 00:00:09.494338,0.9594507402232156,0.10877700704991594,13,0.022066714327764154,681,14,0.0007577559523667401,0.00010315021366804302
327,0 days 00:00:12.448190,0.5254868015224291,0.01986972960977965,3,0.0804221693495341,1035,19,0.004964931001765515,0.0004482302806537155
328,0 days 00:00:06.302718,0.4820491496245126,0.03211239438574192,11,0.17892342750399404,402,97,0.0021308866403946694,0.00044948302334545614
329,0 days 00:00:19.254209,0.46982416086828016,0.11056522374080137,19,0.033195263983294934,1447,21,0.0009305105875929527,0.0010895258412952356
330,0 days 00:00:05.230248,0.7894042681111579,0.015832327208066484,10,0.08917291640722864,340,33,0.000978291868747685,0.0007562210991366005
331,0 days 00:00:04.999876,0.18305163789702544,0.015483979331235366,9,0.10142112306724219,343,58,0.007912193928631154,0.023859728745496713
332,0 days 00:00:25.276103,0.36046942176563956,0.04757130723701778,5,0.03182140452194732,1949,52,0.04541108353175343,0.00022153576233390637
333,0 days 00:00:05.266377,0.11291423296631511,0.01320037336504254,14,0.038302623330266454,390,14,0.002315862754578628,0.041295733874627136
334,0 days 00:00:24.837997,0.5094013181191945,0.12035674011597634,19,0.010495982658986701,1561,99,0.00016414360930462526,0.03638098667913237
335,0 days 00:00:11.954444,0.5855517325247035,0.1018692383171747,18,0.09881218047829653,721,44,0.0022004439971273363,0.00960275129144464
336,0 days 00:00:05.076766,0.1645610632439132,0.054498730533794185,4,0.06850226253801306,401,25,0.010643087629115252,0.0586028793285827
337,0 days 00:00:04.761962,0.9973417097845904,0.17956407158123705,6,0.0103281418397403,321,37,0.009679350056330171,0.00016081758760281648
338,0 days 00:00:07.076899,0.3860855625692686,0.16124573825957414,9,0.05315210109053468,483,20,0.009037297497751678,0.003259559932373217
339,0 days 00:00:24.465594,0.4776267421055156,0.016477365383361534,8,0.09022689647210101,1573,26,0.010686150234313935,0.033158453858328205
340,0 days 00:00:06.345846,0.4499655659588867,0.18075182013213018,14,0.1742124308474872,411,51,0.02393789742004837,0.030150270713803665
341,0 days 00:00:22.973262,0.22212356343399786,0.0540348030455368,11,0.03302437765051447,1421,49,0.0030251605541912227,0.003413199700354006
342,0 days 00:00:06.345665,0.5203977017933895,0.09338153052285987,14,0.056054211930236394,469,11,0.0011458009324526424,0.002009771825502527
343,0 days 00:00:27.129956,0.7019927862454486,0.1664330740605164,4,0.013162896834464685,2386,10,0.0004317866329863981,0.000282016178208291
344,0 days 00:00:09.253653,0.6418679699753183,0.18995758379507627,8,0.07814213184240018,676,33,0.003150536151029862,0.000256375786265156
345,0 days 00:00:27.364076,0.8386526260613107,0.015152630060334142,19,0.029024021099963746,1465,35,0.0002047769375226006,0.000909588867946366
346,0 days 00:00:19.567193,0.8747468147414402,0.06680294845705223,17,0.01576975504797977,1130,33,0.005615982163032628,0.030535202976449956
347,0 days 00:00:06.947107,0.7810890453202628,0.017029998370282698,4,0.017393911830015752,554,19,0.0024817984334502973,0.006717968267470308
348,0 days 00:00:04.338336,0.18503855122814566,0.027371980226896634,5,0.07218132226643742,316,88,0.0002240892491793915,0.0019851344638663424
349,0 days 00:00:11.749175,0.9985996399935346,0.014873357734457693,15,0.019721972412464275,625,68,0.020708185590748374,0.00041008811273033307
350,0 days 00:00:56.848188,0.22078445272867425,0.014530840175647762,19,0.16061933411718227,3144,44,0.002428135336473105,0.0020092562623776847
351,0 days 00:00:04.398748,0.3836715800953363,0.014392123805127603,11,0.06454632096935144,328,12,0.00019837655966796372,0.00012384751676901358
352,0 days 00:01:04.455880,0.35253097955634927,0.023957662217766254,15,0.015946000902011877,3736,93,0.0004638950787193385,0.043567959963008954
353,0 days 00:00:11.482489,0.8120157458852205,0.08445091895260719,7,0.05241124472452225,794,18,0.00020333067383345008,0.0007897679071727595
354,0 days 00:00:56.209655,0.75642375029945,0.13667752491120716,12,0.1436241659905842,4840,26,0.002545294533975349,0.00043810887652393887
355,0 days 00:00:11.836333,0.7248623385037367,0.0790652376409855,10,0.024987272792256453,773,30,0.03980904186508551,0.00020524651721412867
356,0 days 00:00:03.703895,0.880557469409221,0.02303013440383455,5,0.1882923213929783,267,54,0.00010355131300605376,0.0003621683962718399
357,0 days 00:00:10.280829,0.3946702636474142,0.024387512152893857,16,0.19235648673615438,555,91,0.00028735774461273494,0.05067960350931305
358,0 days 00:00:32.823478,0.7448836777182429,0.04348198731492691,8,0.1586061941267948,2056,21,0.0004994279887429226,0.07929441466505316
359,0 days 00:00:19.930804,0.9676460519610408,0.10765994448033904,13,0.03602944954645926,1261,23,0.0009613312212269427,0.01271829731368644
360,0 days 00:00:37.129079,0.9083672325529153,0.04121670820044328,7,0.025340420757606806,2517,22,0.004776873215053336,0.0001375367042736422
361,0 days 00:00:09.869313,0.7427676644728366,0.09905823303689351,8,0.13138539171865318,630,28,0.0005551305335532556,0.00016520897553640263
362,0 days 00:00:35.724128,0.19706471313461854,0.03320988032609748,12,0.028417265814186143,2520,14,0.000742471752502812,0.08107191026836258
363,0 days 00:00:14.106886,0.35454281752675687,0.04491620124918002,16,0.018951636918558612,800,28,0.0002624959100292751,0.006464517745855331
364,0 days 00:00:28.784981,0.6322305896040815,0.012973013317270318,19,0.1402560108497062,2011,15,0.00632666910918562,0.0005244161891784516
365,0 days 00:00:05.747945,0.33981514856144457,0.012473808670204875,2,0.06658904472587959,485,10,0.005436941304096438,0.001553588411121275
366,0 days 00:00:47.725713,0.41660783224727493,0.11080167986447247,8,0.10393978514135631,3813,57,0.00024202414106109778,0.00023003900158205163
367,0 days 00:00:31.287931,0.49418121619871247,0.18292629652118,6,0.08022881785343051,2643,46,0.014205521314042206,0.006796679160055158
368,0 days 00:00:12.602573,0.7274948393252022,0.1453354711057626,19,0.04156898980467576,763,86,0.0023704068920839556,0.022148438628540348
369,0 days 00:00:13.553557,0.32301681015266986,0.030191442620083372,9,0.014174505303653316,913,24,0.0026424559497417923,0.001929507466471451
370,0 days 00:00:29.458750,0.21500563226730024,0.05643752685550219,17,0.1730225142373522,2310,10,0.0001602882277515038,0.0294161115663517
371,0 days 00:00:21.494582,0.8616814057402304,0.030020108799168607,10,0.019692044841965548,1596,14,0.0005739464116578371,0.016141970257992702
372,0 days 00:00:06.082656,0.6937259483134385,0.19396108867548473,2,0.12833332470259143,513,45,0.00013401816043613998,0.0008006921979251973
373,0 days 00:00:36.209153,0.2624234879430732,0.09375597956369433,9,0.1366266038538225,2974,45,0.001256513367186357,0.002375701303688852
374,0 days 00:00:06.526751,0.7064223134695993,0.04470449181561598,15,0.07900907368156426,396,36,0.007008371900367621,0.007541259919784721
375,0 days 00:00:40.533263,0.9737625383239075,0.10292026720525009,19,0.03300361187141268,3441,27,0.0006647721185768132,0.0007379480082715679
376,0 days 00:00:03.285864,0.15021173125076787,0.04587611415992648,3,0.014690586146174958,268,12,0.006676935046064973,0.00013003333394275663
377,0 days 00:00:48.061183,0.5648339454281027,0.10950569502289623,5,0.06590523709295283,3761,13,0.0001033022470985693,0.00480966073632408
378,0 days 00:00:34.436391,0.38544990137226276,0.014116244013512193,3,0.09652656127551325,2928,23,0.01992977074105351,0.00023999435540424734
379,0 days 00:00:04.237890,0.6024748275257097,0.14875434997839476,16,0.029127198467464917,261,28,0.01939183335928677,0.004446271631905171
380,0 days 00:00:41.254502,0.7276603405291893,0.16794347141354357,9,0.11440538593180251,3543,72,0.004349088527918598,0.0009350635514652794
381,0 days 00:00:11.239392,0.15276615299539492,0.12820419421352444,11,0.11960784230800278,864,42,0.028134431316007572,0.0003149424965219516
382,0 days 00:00:07.211957,0.7914126184817866,0.017357013149323582,19,0.025416091770372688,455,41,0.0016148107871898011,0.0015498879008143665
383,0 days 00:00:39.996615,0.7277659604819592,0.06250985432414878,7,0.03209292788444808,3137,12,0.0007945031343384044,0.07386683692724144
384,0 days 00:00:23.334310,0.15194708290454922,0.07617382873671182,11,0.08901821589989997,1670,89,0.00034218070281035216,0.0019214413529726915
385,0 days 00:00:03.510085,0.15386168399576558,0.019318442730451194,2,0.01807196293252082,320,58,0.000280626438118638,0.006360360776065745
386,0 days 00:00:07.036094,0.15148680287564295,0.01634658111495516,2,0.19641914972208974,618,47,0.0024249639488766145,0.00014291447291091554
387,0 days 00:00:06.603881,0.7602134029035457,0.015947101673364755,3,0.032377088396486974,570,47,0.0032654164399166397,0.0005984897981491674
388,0 days 00:00:48.642924,0.4527732098230641,0.09072392799058544,4,0.020136260314879792,4138,59,0.0058646543462031854,0.025786831383096967
389,0 days 00:00:45.072398,0.772818727284646,0.10456036844850787,15,0.03428958854098217,3823,97,0.006770787363696934,0.022503451781575833
390,0 days 00:00:10.591550,0.8436987156809381,0.0417150074743296,6,0.16597068933853337,850,12,0.0018325380070505694,0.05639958901971516
391,0 days 00:00:30.329021,0.3231345054282987,0.13213459054710522,4,0.12348158352015555,2601,68,0.024977537767067917,0.0003980152915051519
392,0 days 00:00:08.989712,0.39781777484872083,0.04486580004197152,13,0.020410940354863544,696,11,0.003987391974736109,0.0001332065684088856
393,0 days 00:00:05.656425,0.16911772320440355,0.02278142053511105,18,0.0330969584663654,339,39,0.0232832037502339,0.01196699029573229
394,0 days 00:00:06.039181,0.5752762366070259,0.11492093608454979,4,0.014005199450790354,475,62,0.0011070546906471448,0.0016773558616451345
395,0 days 00:00:04.429030,0.7580670279469747,0.09453530889501771,15,0.047998533804064866,291,20,0.0006360891827395875,0.004174217146486646
396,0 days 00:00:11.634549,0.15517061424890627,0.11849959976179875,9,0.09679100832508843,803,21,0.0006627951677566943,0.056574204864628275
397,0 days 00:00:18.886598,0.42611498272123893,0.18759773365312093,18,0.16396119718632915,1389,36,0.001815743381790316,0.04586686470362919
398,0 days 00:00:16.313386,0.19083370545441003,0.03335577224455429,12,0.09798728666636478,1080,21,0.07764674551948922,0.029305190278394164
399,0 days 00:00:03.305447,0.9450684073922725,0.10976727584205885,4,0.14046081773349808,258,13,0.00030655797544201015,0.00038346309460792995
400,0 days 00:00:07.768424,0.3127347451223457,0.012660073761684286,3,0.1906854324342525,649,69,0.03446948771782425,0.0010920536748629172
401,0 days 00:00:49.556839,0.6818103202291502,0.03445568813805417,9,0.18002819513202648,3710,37,0.013102110835124688,0.007316157766010652
402,0 days 00:00:05.184503,0.6140410028601044,0.03227300139136212,19,0.032475077764502175,381,14,0.0010817225161070779,0.00018571708843756243
403,0 days 00:01:19.659455,0.5258733045841584,0.03474936692973773,12,0.05446715900468073,4945,57,0.00022619016284811192,0.02594508144777852
404,0 days 00:00:14.025725,0.3953955786379776,0.026361689988381787,18,0.1940465665132277,976,17,0.00010123858122552222,0.004211191641478836
405,0 days 00:00:16.461382,0.6351829132897383,0.012679138548233554,10,0.020556830502676527,1045,75,0.00011337545887414032,0.0011423214856529954
406,0 days 00:00:51.805543,0.35949806182998967,0.03848496655814762,8,0.02864759421462447,4037,52,0.034229038750644286,0.00046666426149764536
407,0 days 00:00:11.105132,0.6523696692416167,0.14166196841541315,4,0.014816949138765913,898,55,0.00476623309935139,0.0018477580094467764
408,0 days 00:00:07.541168,0.5697223121966456,0.014633320370664598,2,0.050808947991158364,647,53,0.0019807914035823524,0.0017777580134359988
409,0 days 00:00:12.852165,0.16671996888062018,0.011278121969728374,12,0.058653559952902036,752,57,0.015668346304874278,0.08049537747863224
410,0 days 00:00:32.301653,0.5700944052628055,0.04138568875538252,3,0.06768563454423206,2725,10,0.006245243170610999,0.0016107282418386284
